"Item Name","Level","Description","Gil","Stock","Rate"
"death scythe","73","[Main] All Races
DPS: 1102 
LV 73 DRK","50000","1","0.469781"
"death scythe +1","73","[Main] All Races
DPS: 1146 
LV 73 DRK","100000","0","0.139727"
"deathball","0","","1000","1","0.153312"
"deathball x12","0","","4000","1","0.0255743"
"deathbone knife","46","[Main] All Races
DPS: 523 
LV 46 WAR THF PLD DRK BRD RNG SAM NIN DRG COR PUP DNC","11000","0","0"
"deathbringer","5","[Main] All Races
DPS: 258 
LV 5 DRK","20000","1","0.333306"
"deathstone","0","","20000","20","4.55545"
"deathstone x12","0","","80000","2","0"
"decayed ingot","0","","1000","1","0"
"decayed ingot x12","0","","0","0",""
"decaying molar","0","","5000","0","2.4115"
"deceit mask","86","[Head] All Races

LV 86 MNK THF RNG NIN BLU COR DNC RUN","1000","0","0.344548"
"Decurion's dagger","20","[Main] All Races
DPS: 337 
LV 20 WAR BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN SCH GEO","10000","0","0.955789"
"Decurion's hammer","18","[Main] All Races
DPS: 296 
LV 18 WHM GEO","5000","0","0.241107"
"Decurion's shield","20","[Sub] All Races

LV 20 WAR RDM PLD BST SAM","15000","0","0.502384"
"deductive brocade obi","63","[Waist] All Races

LV 63 MNK WHM BLM RDM PLD BRD RNG SMN BLU PUP SCH GEO RUN","50000","2","0.0103455"
"deductive gold obi","34","[Waist] All Races

LV 34 MNK WHM BLM RDM PLD BRD RNG SMN BLU PUP SCH GEO RUN","4000","0","0"
"deft earring","31","[Ear] All Races

LV 31 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","60000","0","0"
"deft ring","36","[Finger] All Races

LV 36 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","30000","1","0.480832"
"deft ring +1","36","[Finger] All Races

LV 36 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","50000","0","0.0701946"
"degen","20","[Main] All Races
DPS: 375 
LV 20 WAR RDM PLD BRD DRG COR DNC","10000","1","0.244234"
"degen +1","20","[Main] All Races
DPS: 413 
LV 20 WAR RDM PLD BRD DRG COR DNC","20000","0","0.110359"
"deluxe carbine","46","[Ranged] All Races
DPS: 320 
LV 46 THF RNG NIN COR","20000","1","0.173588"
"demagogue's sash","69","[Waist] All Races

LV 69 MNK WHM BLM RDM THF DRK BRD RNG SMN BLU COR PUP DNC SCH GEO RUN","30000","2","0.057777"
"demon arrow","60","[Ammo] All Races
DPS: 2267 
LV 60 WAR RDM THF PLD DRK BST RNG SAM NIN","550","0","0"
"demon arrow x99","60","[Ammo] All Races
DPS: 2267 
LV 60 WAR RDM THF PLD DRK BST RNG SAM NIN","10000","0","2.67108"
"demon earring","50","[Ear] All Races

LV 50 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","100000","1","0.00856893"
"demon helm","73","[Head] All Races

LV 73 BLM DRK BRD","10000","0","0.150721"
"demon helm +1","73","[Head] All Races

LV 73 BLM DRK BRD","20000","0","0.17636"
"Demon horn","0","","1000","2","7.13246"
"Demon horn x12","0","","40000","6","4.72502"
"demon quiver","0","","3000","0","2.19438"
"demon quiver x12","0","","30000","0","4.0153"
"Demon skull","0","","19000","15","1.89262"
"Demon skull x12","0","","135000","0",""
"demon slayer","73","[Main] All Races
DPS: 1042 
LV 73 BLU","20000","1","0.476955"
"demonic sword","31","[Main] All Races
DPS: 579 
LV 31 WAR PLD DRK RUN","30000","0","0.512259"
"demonry core","88","[Ammo] All Races

LV 88 MNK RDM THF BST RNG NIN DRG COR PUP DNC RUN","10000","2","0.97658"
"demonry ring","88","[Finger] All Races

LV 88 MNK THF DRK BST SAM DRG DNC RUN","10000","1","0.960777"
"demonry sash","88","[Waist] All Races

LV 88 WHM BLM RDM BRD SMN SCH GEO","10000","4","1.02872"
"demonry stone","88","[Ammo] All Races

LV 88 WAR MNK RDM THF PLD DRK BST BRD RNG SAM NIN DRG BLU COR DNC RUN","10000","1","0.956677"
"demon's axe","62","[Main] All Races
DPS: 976 
LV 62 WAR DRK RUN","17500","0","0.114224"
"demon's cloak","68","[Body] All Races

LV 68 BLM","100000","0","0.124586"
"demon's harness","70","[Body] All Races

LV 70 DRK","70000","0","0.302464"
"demon's harness +1","70","[Body] All Races

LV 70 DRK","400000","0","0"
"demon's knife","62","[Main] All Races
DPS: 626 
LV 62 WAR THF PLD DRK BRD RNG SAM NIN DRG COR PUP DNC","10000","1","0.73799"
"demon's knife +1","62","[Main] All Races
DPS: 687 
LV 62 WAR THF PLD DRK BRD RNG SAM NIN DRG COR PUP DNC","30000","0","0.0606587"
"demon's ring","60","[Finger] All Races

LV 60 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","10000","1","0.184817"
"demon's ring +1","60","[Finger] All Races

LV 60 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","20000","0","0.0947377"
"Demonslicer","55","[Main] All Races
DPS: 925 
LV 55 WAR DRK BST","20000","6","0.803546"
"denizanasi","0","","200","0","0.0107575"
"denizanasi x12","0","","2000","0","0.0254066"
"dented skull","0","","5000","1","2.18272"
"Derfland pear","0","","350","0","0"
"Derfland pear x12","0","","10000","1","0.0630645"
"derobade mittens","86","[Hands] All Races

LV 86 MNK THF RNG BLU COR PUP DNC RUN","27500","3","0.218622"
"desert belt","50","[Waist] Galka

LV 50 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","20000","0","0.0167705"
"desert boots","62","[Feet] All Races

LV 62 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","30000","1","0.975171"
"desert boots +1","62","[Feet] All Races

LV 62 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","60000","0","0.0798548"
"desert mantle","62","[Back] All Races

LV 62 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","10000","0","0"
"desert mantle +1","62","[Back] All Races

LV 62 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","100000","0","0"
"desert rope","70","[Waist] Galka

LV 70 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","100000","3","0.0562615"
"desert sash","70","[Waist] Galka

LV 70 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","20000","0","0.0179863"
"desert stone","50","[Waist] Galka

LV 50 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","150000","1","0.0194244"
"desk","0","","3000","0","0.111159"
"devil slayer","73","[Main] All Races
DPS: 1100 
LV 73 BLU","900000","0","0"
"devotee's mitts","27","[Hands] All Races

LV 27 MNK WHM BLM RDM PLD BRD RNG SMN BLU PUP SCH GEO RUN","10000","0","0.6419"
"devotee's mitts +1","27","[Hands] All Races

LV 27 MNK WHM BLM RDM PLD BRD RNG SMN BLU PUP SCH GEO RUN","30000","0","0.0815291"
"devourer","97","[Main] All Races
DPS: 1302 
LV 97 WAR PLD DRK","20000","1","0.621006"
"dexterity potion","0","","1000","1","1.15042"
"dhalmel hide","0","","1000","1","8.31691"
"dhalmel hide x12","0","","20000","0",""
"dhalmel mantle","18","[Back] All Races

LV 18 WAR MNK RDM THF PLD DRK BST BRD RNG SAM NIN DRG BLU COR DNC RUN","10000","1","1.06851"
"dhalmel mantle +1","18","[Back] All Races

LV 18 WAR MNK RDM THF PLD DRK BST BRD RNG SAM NIN DRG BLU COR DNC RUN","5000","0","0.279448"
"dhalmel pie","0","","1000","0","0.12598"
"dhalmel pie +1","0","","4000","0","0.0243343"
"dhalmel pie +1 x12","0","","30000","0","0.0209401"
"dhalmel pie x12","0","","4000","0","0.573774"
"dhalmel steak","0","","1000","0","1.73729"
"diamond","0","","3450","1","2.49867"
"diamond earring","67","[Ear] All Races

LV 67 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","10000","1","0"
"diamond knuckles","71","[Main] All Races
DPS: 357 
LV 71 WAR MNK RDM THF PLD DRK BST DNC","100000","3","0"
"diamond knuckles +1","71","[Main] All Races
DPS: 387 
LV 71 WAR MNK RDM THF PLD DRK BST DNC","1","0","0"
"diamond ring","72","[Finger] All Races

LV 72 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","10000","3","1.37081"
"diamond shield","66","[Sub] All Races

LV 66 PLD","100000","1","0.0245732"
"diamond shield +1","66","[Sub] All Races

LV 66 PLD","299000","0","0.0133361"
"diamond x12","0","","90000","0","0"
"dil","0","","1000","0","0"
"dil x12","0","","10000","0","0.0658218"
"dino gloves","48","[Hands] All Races

LV 48 WAR RDM THF PLD DRK BST BRD RNG SAM NIN DRG BLU COR DNC RUN","10000","0","0.0134108"
"dino helm","48","[Head] All Races

LV 48 WAR RDM THF PLD DRK BST BRD RNG SAM NIN DRG BLU COR DNC RUN","10000","0","0"
"dino jerkin","48","[Body] All Races

LV 48 WAR RDM THF PLD DRK BST BRD RNG SAM NIN DRG BLU COR DNC RUN","30000","0","0.0130949"
"dino ledelsens","48","[Feet] All Races

LV 48 WAR RDM THF PLD DRK BST BRD RNG SAM NIN DRG BLU COR DNC RUN","10000","0","0"
"dino mantle","48","[Back] All Races

LV 48 WAR MNK RDM THF PLD DRK BST BRD RNG SAM NIN DRG BLU COR DNC RUN","5000","1","0.0530893"
"dino trousers","48","[Legs] All Races

LV 48 WAR RDM THF PLD DRK BST BRD RNG SAM NIN DRG BLU COR DNC RUN","12500","0","0.0155487"
"dire scythe","77","[Main] All Races
DPS: 1125 
LV 77 DRK","10000","1","0"
"dire scythe +1","77","[Main] All Races
DPS: 1170 
LV 77 DRK","0","","0"
"dish of hydra kofte","0","","20000","6","4.47678"
"dish of hydra kofte +1","0","","40000","2","0.158035"
"dish of salsa","0","","200","0","0"
"dish of salsa x12","0","","3000","0","0.0146831"
"dish of spag. nero di seppia +1","0","","10000","0","0"
"dish of spag. nero di seppia +1 x12","0","","80000","0","0"
"dish of spag. vongole rosso +1","0","","10000","2","0"
"dish of spag. vongole rosso +1 x12","0","","120000","0","0"
"dish of spaghetti arrabbiata","0","","20000","4","0.0161859"
"dish of spaghetti arrabbiata +1","0","","20000","4","0"
"dish of spaghetti arrabbiata +1 x12","0","","0","","0"
"dish of spaghetti arrabbiata x12","0","","100000","0","0"
"dish of spaghetti boscaiola","0","","15000","1","0"
"dish of spaghetti boscaiola +1","0","","20000","2","0"
"dish of spaghetti boscaiola +1 x12","0","","0","","0"
"dish of spaghetti boscaiola x12","0","","60000","0","0"
"dish of spaghetti carbonara","0","","6000","1","1.77761"
"dish of spaghetti carbonara +1","0","","20000","7","1.92603"
"dish of spaghetti carbonara +1 x12","0","","150000","0","0.743425"
"dish of spaghetti carbonara x12","0","","30000","0","5.09968"
"dish of spaghetti marinara","0","","2000","0","0"
"dish of spaghetti marinara x12","0","","10000","2","0"
"dish of spaghetti melanzane","0","","3500","0","0"
"dish of spaghetti melanzane +1","0","","5000","1","0"
"dish of spaghetti melanzane +1 x12","0","","0","","0"
"dish of spaghetti melanzane x12","0","","20000","0","0"
"dish of spaghetti nero di seppia","0","","5000","0","0"
"dish of spaghetti nero di seppia x12","0","","30000","0","0.0129034"
"dish of spaghetti ortolana","0","","5000","0","0"
"dish of spaghetti ortolana +1","0","","10000","2","0"
"dish of spaghetti ortolana +1 x12","0","","0","","0"
"dish of spaghetti ortolana x12","0","","0","0","0"
"dish of spaghetti peperoncino","0","","3000","0","0.0108648"
"dish of spaghetti peperoncino +1","0","","6000","2","0"
"dish of spaghetti peperoncino +1 x12","0","","40000","0","0"
"dish of spaghetti peperoncino x12","0","","20000","0","0.0517319"
"dish of spaghetti pescatora","0","","10000","1","0.22706"
"dish of spaghetti pescatora +1","0","","35000","1","0.0902634"
"dish of spaghetti pescatora +1 x12","0","","300000","0","0"
"dish of spaghetti pescatora x12","0","","100000","1","0.19408"
"dish of spaghetti tonno rosso","0","","1000","1","0.021461"
"dish of spaghetti tonno rosso +1","0","","2000","1","0"
"dish of spaghetti tonno rosso +1 x12","0","","0","","0"
"dish of spaghetti tonno rosso x12","0","","20000","0","0"
"dish of spaghetti vongole rosso","0","","5000","0","0.00931834"
"dish of spaghetti vongole rosso x12","0","","40000","0","0.0111532"
"Dispel couse","60","[Main] All Races
DPS: 900 
LV 60 WAR SAM DRG","30000","0","0"
"disruptor","0","","30000","3","1.25433"
"disruptor x12","0","","0","","0"
"divine breastplate","40","[Body] All Races

LV 40 WHM","125000","0","0.0137492"
"divine earring","35","[Ear] All Races

LV 35 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","20000","2","0.044319"
"divine log","0","","4000","5","5.65643"
"divine log x12","0","","50000","3",""
"divine shield","50","[Sub] All Races

LV 50 WHM","300000","0","0.0196153"
"divine sword","38","[Main] All Races
DPS: 592 
LV 38 WAR RDM PLD DRK BLU COR RUN","30000","1","0.19833"
"divine sword +1","38","[Main] All Races
DPS: 634 
LV 38 WAR RDM PLD DRK BLU COR RUN","40000","0","0.0338282"
"divine torque","65","[Neck] All Races

LV 65 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","100000","3","0.0797933"
"djinn arm","55","[Ammo] All Races
DPS: 160 
LV 55 WAR THF DRK NIN RUN","100","0","0.107434"
"djinn arm x12","55","[Ammo] All Races
DPS: 160 
LV 55 WAR THF DRK NIN RUN","3000","0","0.127073"
"dodge cape","49","[Back] All Races

LV 49 WHM BLM RDM BRD SMN BLU PUP SCH GEO","20000","1","0.257614"
"dodge earring","29","[Ear] All Races

LV 29 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","30000","2","1.72957"
"dodge headband","26","[Head] All Races

LV 26 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","2000","0","0.967535"
"dog collar","9","[Neck] All Races

LV 9 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","10000","2","0.500891"
"dogbolt","10","[Ammo] All Races
DPS: 480 
LV 10 RNG","20000","0","0"
"dogbolt +1","21","[Ammo] All Races
DPS: 540 
LV 21 RNG","993559","0","0"
"dogbolt +1 x99","21","[Ammo] All Races
DPS: 540 
LV 21 RNG","0","","0"
"dogbolt +2","25","[Ammo] All Races
DPS: 750 
LV 25 RNG","10","0","0"
"dogbolt +2 x99","25","[Ammo] All Races
DPS: 750 
LV 25 RNG","0","","0"
"dogbolt +3","30","[Ammo] All Races
DPS: 840 
LV 30 RNG","1","0","0"
"dogbolt +3 x99","30","[Ammo] All Races
DPS: 840 
LV 30 RNG","1","0","0"
"dogbolt +4","40","[Ammo] All Races
DPS: 1080 
LV 40 RNG","1","0","0"
"dogbolt +4 x99","40","[Ammo] All Races
DPS: 1080 
LV 40 RNG","0","","0"
"dogbolt +5","52","[Ammo] All Races
DPS: 1350 
LV 52 RNG","1","0","0"
"dogbolt +5 x99","52","[Ammo] All Races
DPS: 1350 
LV 52 RNG","100","0","0"
"dogbolt x99","10","[Ammo] All Races
DPS: 480 
LV 10 RNG","0","","0"
"dogwood log","0","","900","0","2.77542"
"dogwood log x12","0","","3000","10",""
"doll gizmo","0","","165000","0","0.0138487"
"doll gizmo x12","0","","23555","0",""
"doll shard","0","","1000","0","3.2196"
"doll shard x12","0","","30000","3","3.81524"
"dolor bhuj","77","[Main] All Races
DPS: 1143 
LV 77 WAR DRK RUN","20000","0","0"
"dolor bhuj +1","77","[Main] All Races
DPS: 1190 
LV 77 WAR DRK RUN","0","","0"
"dolphin staff","27","[Main] All Races
DPS: 262 
LV 27 WAR MNK WHM BLM RDM BST BRD SMN SCH GEO","10000","0","0.18033"
"dominion mace","59","[Main] All Races
DPS: 580 
LV 59 WHM","20000","0","0.0310435"
"dominion ring","60","[Finger] All Races

LV 60 WAR MNK THF BST BRD RNG SAM NIN DRG COR PUP DNC","60000","1","0"
"dominus shield","69","[Sub] All Races

LV 69 WAR WHM RDM THF PLD BST SAM","30000","1","0.0176813"
"doom tabar","77","[Main] All Races
DPS: 1062 
LV 77 WAR DRK BST RUN","10000","2","0"
"doom tabar +1","77","[Main] All Races
DPS: 1114 
LV 77 WAR DRK BST RUN","0","","0"
"dorado gar","0","","2","0","0"
"Dotanuki","55","[Main] All Races
DPS: 929 
LV 55 SAM NIN","30000","1","0.379187"
"doublet","11","[Body] All Races

LV 11 MNK WHM RDM THF PLD BST BRD DRG SMN BLU COR PUP DNC GEO RUN","1000","1","0.814094"
"doublet +1","11","[Body] All Races

LV 11 MNK WHM RDM THF PLD BST BRD DRG SMN BLU COR PUP DNC GEO RUN","20000","0","0.103943"
"draca couse","87","[Main] All Races
DPS: 1400 
LV 87 WAR SAM DRG","20000","0","0.94288"
"drachenstich","93","[Main] All Races
DPS: 1561 
LV 93 DRG","33000","0","0.0830966"
"dragon bone","0","","1000","1","0.038752"
"dragon bone x12","0","","10000","0",""
"dragon cap","73","[Head] All Races

LV 73 THF","20000","0","0.0533064"
"dragon cap +1","73","[Head] All Races

LV 73 THF","110000","0","0"
"dragon claws","68","[Main] All Races
DPS: 314 
LV 68 MNK","20000","1","0.0153943"
"dragon claws +1","68","[Main] All Races
DPS: 339 
LV 68 MNK","200000","0","0"
"dragon cuisses","69","[Legs] All Races

LV 69 DRG","60000","2","7.39564"
"dragon cuisses +1","69","[Legs] All Races

LV 69 DRG","20000","0","0.0152251"
"dragon earring","50","[Ear] All Races

LV 50 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","28000","0","0"
"dragon finger gauntlets","68","[Hands] All Races

LV 68 DRG","40000","2","0.169103"
"dragon finger gauntlets +1","68","[Hands] All Races

LV 68 DRG","20000","0","0.0166621"
"dragon fruit","0","","2000","2","2.22456"
"dragon fruit x12","0","","200000","0","0.332396"
"dragon greaves","68","[Feet] All Races

LV 68 DRG","50000","4","0.131136"
"dragon greaves +1","68","[Feet] All Races

LV 68 DRG","30000","0","0.0139609"
"dragon harness","73","[Body] All Races

LV 73 THF","50000","0","0.512334"
"dragon harness +1","73","[Body] All Races

LV 73 THF","1000000","0","0.0267662"
"dragon heart","0","","10000","10","7.36802"
"dragon heart x12","0","","400000","1",""
"dragon leggings","73","[Feet] All Races

LV 73 THF","10000","2","0.207523"
"dragon leggings +1","73","[Feet] All Races

LV 73 THF","180000","0","0.0237898"
"dragon mail","70","[Body] All Races

LV 70 DRG","100000","3","0.0967832"
"dragon mail +1","70","[Body] All Races

LV 70 DRG","70000","0","0.015692"
"dragon mask","68","[Head] All Races

LV 68 DRG","30000","0","0.0928112"
"dragon mask +1","68","[Head] All Races

LV 68 DRG","20000","0","0.0139608"
"dragon mittens","73","[Hands] All Races

LV 73 THF","15000","0","0.180338"
"dragon mittens +1","73","[Hands] All Races

LV 73 THF","500000","0","0.010437"
"dragon ring","73","[Finger] All Races

LV 73 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","10000","0","0.774269"
"dragon ring +1","73","[Finger] All Races

LV 73 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","30000","2","0"
"dragon slayer","73","[Main] All Races
DPS: 1042 
LV 73 BLU","90000","0","0.021457"
"dragon steak","0","","10000","2","3.37636"
"dragon subligar","73","[Legs] All Races

LV 73 THF","20000","2","0.293732"
"dragon subligar +1","73","[Legs] All Races

LV 73 THF","83000","0","0.0516163"
"dragon talon","0","","2000","6","2.02602"
"dragon talon x12","0","","30000","9",""
"dragonkin earring","95","[Ear] All Races

LV 95 WAR PLD DRK BST DRG","15000","1","0.58749"
"dragoon die","0","","20000","1","0.01659"
"Dragvandil","59","[Main] All Races
DPS: 909 
LV 59 PLD","27500","1","0.0825466"
"drake earring","70","[Ear] All Races

LV 70 DRG","10000","0","0.0663593"
"drake ring","50","[Finger] All Races

LV 50 DRG","5000","1","0.0322341"
"dreizack","72","[Main] All Races
DPS: 1094 
LV 72 DRG","10000","0","0.134542"
"dresser","0","","20000","0","0.473344"
"dried berry","0","","1000","0","0"
"dried berry x12","0","","1000","0","0"
"dried chigoe","0","","5000","1","0.788328"
"dried date","0","","200","2","0"
"dried date +1","0","","5000","0","0"
"dried date +1 x12","0","","2400","0","0"
"dried date x12","0","","5000","0","0"
"drone earring","35","[Ear] All Races

LV 35 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","30000","1","1.98718"
"druid's rope","40","[Waist] All Races

LV 40 WHM BLM RDM BRD RNG NIN SMN BLU PUP SCH GEO","20000","2","0.317824"
"druid's slops","64","[Legs] All Races

LV 64 WHM BLM RDM BRD SMN SCH GEO","30000","1","0.262107"
"drum magazine","0","","5000","7","0.590221"
"drum magazine x12","0","","0","0","0"
"dryad root","0","","100","1","0.374097"
"dryad root x12","0","","2000","0","2.01075"
"dualism collar","94","[Neck] All Races

LV 94 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","50000","2","1.35198"
"duel rapier","43","[Main] All Races
DPS: 616 
LV 43 WAR RDM PLD BRD DRG COR DNC","10000","0","0.474759"
"dune bracers","62","[Hands] Galka

LV 62 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","100000","5","0.0385799"
